mode,mach,altitude_ft,throttle,thrust_lbf,fuel_flow_lbm_s,fan1_speed_rpm,fan2_speed_rpm,fan1_shaft_power_hp,fan2_shaft_power_hp,fan_speed_delta_rpm,fan_speed_delta_fraction,fan_power_delta_hp,fan_power_delta_fraction,fan1_power_fraction,fan1_area_in2,fan2_area_in2,inlet_area_in2,nozzle_throat_area_in2,pycycle_point_name,pycycle_converged,pycycle_residual_norm,pycycle_solver_iterations,pycycle_solver_atol,pycycle_solver_rtol,pycycle_status,required_thrust_lbf,drag_lbf,required_thrust_to_weight,dynamic_pressure_lbf_ft2,velocity_ft_s,speed_of_sound_ft_s,lift_coefficient,parasite_cd0,wave_cd0,zero_lift_drag_coefficient,lift_dependent_k,induced_drag_coefficient,total_drag_coefficient,density_slug_ft3,temperature_R,pressure_psf,is_stall_limited,fan1_motor_terminal_hp,fan2_motor_terminal_hp,fan1_generator_electric_hp,fan2_generator_electric_hp,fan1_generator_shaft_hp,fan2_generator_shaft_hp,per_engine_motor_terminal_hp,per_engine_generator_electric_hp,per_engine_generator_shaft_hp,aircraft_motor_terminal_hp,aircraft_generator_electric_hp,aircraft_generator_shaft_hp,generator_shaft_power_hp,fan1_motor_efficiency,fan2_motor_efficiency,fan1_generator_efficiency,fan2_generator_efficiency,distribution_efficiency,inverter_efficiency,cable_efficiency,per_turbine_shaft_power_hp,per_turbine_shaft_power_kw,turboshaft_required_throttle,turboshaft_power_available_hp,turboshaft_fuel_flow_lb_hr_per_turbine,aircraft_turboshaft_fuel_flow_lb_hr,aircraft_turboshaft_fuel_flow_lbm_s,generator_turbine_freestream_mach,generator_turbine_deck_mach,generator_turbine_engine_face_mach,generator_turbine_pressure_recovery,generator_turbine_freestream_total_temperature_R,generator_turbine_freestream_total_pressure_psf,generator_turbine_total_temperature_R,generator_turbine_total_pressure_psf,generator_turbine_static_temperature_R,generator_turbine_static_pressure_psf,generator_turbine_density_slug_ft3,generator_turbine_velocity_ft_s,generator_turbine_corrected_airflow_lbm_s_per_turbine,generator_turbine_airflow_lbm_s_per_turbine,generator_turbine_engine_face_area_in2_per_turbine,aircraft_generator_turbine_engine_face_area_in2,turboshaft_status
ramjet,3.0,74999.99999999999,1.0,7229.583969182568,5.382462197526067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1156.5056748641841,818.8975595380317,OD_mode3,True,2.164372048529608e-07,1,1e-06,1e-06,residual_pass,7229.583986545798,7229.583986545798,0.19474838387881313,459.6612050589262,2921.230309387359,973.7434364624529,0.1699774194934226,0.012902229952807789,0.01490768716510881,0.027809917117916597,0.1831943592456414,0.005292910624318522,0.03310282774223512,0.000107729898342648,394.54930466951697,72.9620960410994,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9603,0.97,0.99,0,0,,,,,,3,0.35,0.35,0.788815905902,1106.3304,2683.43099287,1106.3304,2116.73304957,1079.87349927,1944.79675469,0.00104914317426,563.834690839,81.1395939666,55.5701975398,420.447880307,840.895760614,no_generator_load
ramjet,3.0,79999.99999999999,1.0,6485.459237773609,4.8452965049165595,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1324.0022288127168,934.6527340137685,OD_mode3,True,1.6821996495184833e-07,1,1e-06,1e-06,residual_pass,6485.4592539837995,6485.4592539837995,0.17470337308145706,362.8546979578669,2928.632146440998,976.2107154803326,0.2153259305084858,0.013377412348153123,0.01490768716510881,0.028285099513261934,0.20129440864410855,0.009333066858473954,0.03761816637173589,8.461222096661496e-05,396.55126220562926,57.59598380283603,False,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9603,0.97,0.99,0,0,,,,,,3,0.35,0.35,0.788815905902,1114.01136,2118.54504656,1114.01136,1671.1420301,1087.37077599,1535.39984526,0.000822578317173,565.788583095,81.1395939666,43.7206716736,420.447880307,840.895760614,no_generator_load
fan_ab,1.9,44999.99999999999,1.0,4568.716626185046,2.270581129207526,6000.0,6000.0,1750.5595317796679,1346.7177439275567,0.0,0.0,403.8417878521113,0.23069297588614676,0.5651930311534507,209.22887101158997,183.54918830523053,244.83262930001644,246.00069372516384,OD_mode2,True,2.465059782405876e-07,5,1e-06,1e-06,residual_pass,13828.447616742154,13828.447616742154,0.3725066103284973,777.5026631778661,1837.3159791101707,967.0084100579846,0.10049100688325142,0.014613042681908498,0.021247886077666117,0.03586092875957461,0.15573050879336695,0.0015726355830030627,0.03743356434257768,0.00046064268175998537,389.11027401585636,307.6781413446246,False,1829.57784398,1403.40730263,1905.2148745,1461.42591131,1984.47619556,1517.33103593,3232.98514661,3366.6407858,3501.80723149,6465.97029322,6733.28157161,7003.61446299,3501.80723149,0.956810631229,0.959605769048,0.960059323844,0.963155617793,0.9603,0.97,0.99,3501.80723149,2611.29720283,34.381866544,3827.34677916,2357.49449152,4714.98898303,1.30971916195,1.9,0.35,0.35,0.914943806136,671.52834,2063.87174575,671.52834,1888.32667043,655.469341142,1734.94318577,0.00154193581642,439.280113307,81.1395939666,63.630191063,420.447880307,840.895760614,ok
fan,0.8,9999.999999999998,1.0,1125.984550113832,0.0,5135.0,4847.0,1641.5044009318694,831.9189027189074,288.0,0.0560856864654333,809.5854982129621,0.49319727547082215,0.6636568833604043,209.22887101158997,183.54918830523053,248.65312479597253,118.00000000000006,OD_mode1,True,3.6150118416895144e-10,7,1e-06,1e-06,residual_pass,5939.377017648773,5939.377017648773,0.1599931721640753,651.939265258998,862.7912420996037,1078.4890526245044,0.11984555869036893,0.017136347466450225,0.0,0.017136347466450225,0.1419013859835196,0.00203812363819776,0.019174471104647987,0.0017515626562947966,483.9981235250665,1455.2215742388348,False,1725.28492421,867.227148487,1796.61035531,903.079400694,1869.54754746,938.693819639,2592.51207269,2699.68975601,2808.2413671,5185.02414539,5399.37951202,5616.48273419,2808.2413671,0.951439601598,0.959286046534,0.960986714544,0.962059600053,0.9603,0.97,0.99,2808.2413671,2094.10522681,24.2753955428,2865.5524138,2669.16320279,5338.32640559,1.482868446,0.8,0.35,0.35,0.98,544.8334752,2218.41979813,544.8334752,2174.05140216,531.804270571,1997.4592981,0.00218806157655,395.677414845,81.1395939666,81.3310144766,420.447880307,840.895760614,ok
fan,0.525,5750.0,1.0,1364.394026240083,0.0,5135.0,4847.0,1551.5876410416297,829.5743020368923,288.0,0.0560856864654333,722.0133390047374,0.46533841847311125,0.6516094571189205,209.22887101158997,183.54918830523053,252.76660600705353,117.99999999966995,OD_mode1,True,7.157994276332044e-09,4,1e-06,1e-06,residual_pass,4287.969796879638,4287.969796879638,0.11550805545900578,330.28520649664983,574.8342003063423,1094.9222862977947,0.23655926435792626,0.018433856640546475,0.0,0.018433856640546475,0.1588741711787847,0.008890643986250479,0.027324500626796956,0.00199909723685308,498.860120034352,1711.876677663232,False,1628.37060114,864.775987107,1695.68947322,900.526905245,1763.10597634,936.071121598,2493.14658824,2596.21637847,2699.17709794,4986.29317649,5192.43275694,5398.35419587,2699.17709794,0.952846753655,0.959293868476,0.961762648407,0.962028295145,0.9603,0.97,0.99,2699.17709794,2012.77601531,25.351469607,2754.26234329,2557.91407149,5115.82814297,1.42106337305,0.525,0.35,0.35,0.98,525.625902473,2065.6171292,525.625902473,2024.30478662,513.056029744,1859.87618057,0.00211179938065,388.640225391,81.1395939666,77.1002516633,420.447880307,840.895760614,ok
fan,0.25,1500.0,1.0,1799.4868706651132,0.0,5135.0,4847.0,1578.8067999870825,858.0688446556982,288.0,0.0560856864654333,720.7379553313843,0.4565080131003244,0.6478815623841644,209.22887101158997,183.54918830523053,254.03853993065698,118.00000000000001,OD_mode1,True,7.074090482687894e-09,4,1e-06,1e-06,residual_pass,12628.168906371931,12628.168906371931,0.34017385930385213,87.67390340285324,277.71344566771995,1110.8537826708798,0.8911662700603625,0.020519756203106036,0.0,0.020519756203106036,0.35587985923199034,0.28263171316474645,0.3031514693678525,0.002273560543104714,513.4829080914114,2003.97493492236,False,1657.66643495,894.585972346,1726.19643336,931.569272463,1795.24580203,967.980973151,2552.2524073,2657.76570582,2763.22677518,5104.5048146,5315.53141164,5526.45355035,2763.22677518,0.952427319935,0.959179856582,0.961537652063,0.962383867351,0.9603,0.97,0.99,2763.22677518,2060.5378514,27.279721903,2819.61915676,2548.19927218,5096.39854435,1.41566626232,0.25,0.35,0.35,0.98,519.7372695,2093.0479805,519.7372695,2051.18702089,507.308218155,1884.57484627,0.00216408798713,386.457108533,81.1395939666,78.5654500374,420.447880307,840.895760614,ok
fan,0.2,1500.0,1.0,1868.967607622364,0.0,5135.0,4847.0,1556.8667993411177,851.5885934618783,288.0,0.0560856864654333,705.2782058792394,0.4530112699286288,0.6464171202810666,209.22887101158997,183.54918830523053,254.5365648232522,117.99999999522964,OD_mode1,True,6.129016300991487e-07,2,1e-06,1e-06,residual_pass,20319.758213937963,20319.758213937963,0.5473676051536369,56.111298177826086,222.170756534176,1110.8537826708798,1.392447296969316,0.021236662998203985,0.0,0.021236662998203985,0.38214464824809635,0.7409438792465456,0.7621805422447496,0.002273560543104714,513.4829080914114,2003.97493492236,False,1634.04970781,887.802659812,1701.60336125,924.505529327,1769.333974,960.717205017,2521.85236762,2626.10889058,2730.05117902,5043.70473524,5252.21778115,5460.10235803,2730.05117902,0.952765874809,0.959209328841,0.961719712759,0.962307664002,0.9603,0.97,0.99,2730.05117902,2035.79881361,27.152362149,2785.76650764,2532.86424486,5065.72848972,1.4071468027,0.2,0.35,0.35,0.98,517.42732608,2060.66993531,517.42732608,2019.4565366,505.053514963,1855.42174032,0.00214012265705,385.597358617,81.1395939666,77.5225595366,420.447880307,840.895760614,ok
fan,0.1,750.0,1.0,2080.5025589804914,0.0,5135.0,4847.0,1567.3169573999216,858.326798350773,288.0,0.0560856864654333,708.9901590491486,0.45235914516315695,0.6461447414461174,209.22887101158997,183.54918830523053,254.62310588047845,118.00000006164177,OD_mode1,True,1.3652851369167738e-08,3,1e-06,1e-06,residual_pass,77790.37178596089,77790.37178596089,2.0954939059897644,14.416329499806565,111.36508844414182,1113.6508844414182,5.419689212722393,0.02352886417843643,0.0,0.02352886417843643,0.38584362610519884,11.3333968534398,11.356925717618235,0.0023248051669976346,516.0720376635943,2059.47564282951,True,1645.29557469,894.856037285,1713.31414629,931.850502224,1781.67020791,968.270198607,2540.15161197,2645.16464852,2749.94040652,5080.30322394,5290.32929704,5499.88081304,2749.94040652,0.952605101183,0.959178641689,0.961633718006,0.962386845701,0.9603,0.97,0.99,2749.94040652,2050.630208,26.3994554561,2806.06163773,2544.35840157,5088.71680314,1.41353244532,0.1,0.35,0.35,0.98,517.02737076,2073.93928171,517.02737076,2032.46049608,504.663124217,1867.3694246,0.00215556981504,385.448302391,81.1395939666,78.0519250499,420.447880307,840.895760614,ok
fan,0.225,4999.999999999999,1.0,1643.7834856469228,0.0,5135.0,4847.0,1381.545840085662,782.8509332417715,288.0,0.0560856864654333,598.6949068438903,0.4333514599897522,0.6383052576638911,209.22887101158997,183.54918830523053,256.52866471688174,117.99999999999943,OD_mode1,True,2.829199214479243e-09,5,1e-06,1e-06,residual_pass,18369.679763360058,18369.679763360058,0.4948369716630095,62.396450108019174,246.99503072770017,1097.7556921231119,1.252187028939836,0.02115783187418454,0.0,0.02115783187418454,0.38168441133784486,0.5984706054821052,0.6196284373562897,0.002045565759516215,501.44533006940344,1760.746387527878,False,1446.17303602,815.991782782,1505.95963347,849.725901054,1563.91408969,883.914825619,2262.16481881,2355.68553453,2447.82891531,4524.32963761,4711.37106906,4895.65783062,2447.82891531,0.955311574529,0.959385804809,0.962942685535,0.961321019204,0.9603,0.97,0.99,2447.82891531,1825.3457078,24.8106670887,2497.78460606,2434.51191279,4869.02382557,1.35250661821,0.225,0.35,0.35,0.98,505.9101969,1823.98569313,505.9101969,1787.50597927,493.811807613,1642.31187687,0.00193743698141,381.281809765,81.1395939666,69.395140556,420.447880307,840.895760614,ok
fan,0.45,9999.999999999998,1.0,1228.443568685947,0.0,5135.0,4847.0,1264.234754901201,725.142851767686,288.0,0.0560856864654333,539.0919031335151,0.4264175629119171,0.635492603648082,209.22887101158997,183.54918830523053,256.9152927161755,117.99999999999993,OD_mode1,True,2.1514115459175735e-11,4,1e-06,1e-06,residual_pass,4802.9794284838,4802.9794284838,0.12938123178887287,206.27765814835476,485.320073681027,1078.4890526245044,0.37877114845351184,0.019290728476415192,0.0,0.019290728476415192,0.20712100026898897,0.0297151492765862,0.049005877753001394,0.0017515626562947966,483.9981235250665,1455.2215742388348,False,1321.29732205,755.90321446,1375.9214017,787.153196355,1428.07290297,819.782101303,2077.20053651,2163.07459805,2247.85500427,4154.40107302,4326.14919611,4495.71000854,2247.85500427,0.956813227274,0.959306479846,0.963481205224,0.960198075933,0.9603,0.97,0.99,2247.85500427,1676.22518802,22.7548219802,2293.72959491,2424.2968468,4848.59369361,1.34683158156,0.45,0.35,0.35,0.98,502.5702402,1672.28070778,502.5702402,1638.83509363,490.551722987,1505.71711072,0.00178810081869,380.021137887,81.1395939666,63.8344534305,420.447880307,840.895760614,ok
fan,0.35,5750.0,1.0,1482.850649541502,0.0,5135.0,4847.0,1412.8895525119676,788.5805572151468,288.0,0.0560856864654333,624.3089952968209,0.4418668070599473,0.6417936570063647,209.22887101158997,183.54918830523053,255.93049768503823,117.99999999992858,OD_mode1,True,1.049041875371647e-08,4,1e-06,1e-06,residual_pass,6599.6299427113745,6599.6299427113745,0.1777788691483683,146.79342510962212,383.2228002042281,1094.9222862977947,0.5322583448053342,0.019786826067797084,0.0,0.019786826067797084,0.2641642749641697,0.07483746056647751,0.0946242866342746,0.00199909723685308,498.860120034352,1711.876677663232,False,1479.65146024,821.967699247,1540.82209752,855.94886936,1600.42614952,890.299529241,2301.61915949,2396.77096688,2490.72567876,4603.23831898,4793.54193375,4981.45135753,2490.72567876,0.954879977126,0.959381442772,0.962757386822,0.961416738128,0.9603,0.97,0.99,2490.72567876,1857.3338188,24.6793401433,2541.55681364,2464.08434296,4928.16868593,1.36893574609,0.35,0.35,0.35,0.98,510.36961221,1863.27947258,510.36961221,1826.01388313,498.16458,1677.6918916,0.00196188154469,382.958553488,81.1395939666,70.5797220958,420.447880307,840.895760614,ok
